frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
445.96,-3.94,-3.94,-3.94,-3.94,3.95,4.05,0.01,0.01,0.00
450.42,-3.76,-3.76,-3.76,-3.76,3.76,3.78,-0.00,0.00,0.00
454.93,-3.57,-3.57,-3.56,-3.56,3.56,3.50,-0.00,0.00,0.00
459.48,-3.35,-3.35,-3.35,-3.35,3.36,3.23,0.01,0.00,0.00
464.07,-3.13,-3.13,-3.14,-3.14,3.14,2.96,0.01,0.00,0.00
468.71,-2.93,-2.93,-2.92,-2.92,2.93,2.70,-0.00,0.00,0.00
473.40,-2.72,-2.72,-2.71,-2.71,2.71,2.46,-0.01,-0.01,0.00
478.13,-2.49,-2.49,-2.50,-2.50,2.49,2.24,-0.00,-0.01,0.00
482.91,-2.28,-2.28,-2.28,-2.28,2.28,2.03,-0.01,-0.00,0.00
487.74,-2.07,-2.07,-2.07,-2.07,2.07,1.85,0.00,0.00,0.00
492.62,-1.88,-1.88,-1.88,-1.88,1.89,1.68,0.01,0.00,0.00
497.55,-1.71,-1.71,-1.71,-1.71,1.71,1.53,0.01,0.01,0.00
502.52,-1.56,-1.56,-1.56,-1.56,1.57,1.39,0.01,0.01,0.00
507.55,-1.43,-1.43,-1.43,-1.43,1.44,1.27,0.02,0.02,0.00
512.62,-1.33,-1.33,-1.33,-1.33,1.35,1.16,0.02,0.02,0.00
517.75,-1.25,-1.25,-1.26,-1.26,1.28,1.07,0.03,0.03,0.00
522.93,-1.21,-1.21,-1.22,-1.22,1.24,0.99,0.03,0.03,0.00
528.16,-1.20,-1.20,-1.20,-1.20,1.22,0.92,0.01,0.01,0.00
533.44,-1.21,-1.21,-1.21,-1.21,1.21,0.86,-0.00,-0.00,0.00
538.77,-1.22,-1.22,-1.21,-1.21,1.20,0.80,-0.02,-0.01,0.00
544.16,-1.21,-1.21,-1.21,-1.21,1.19,0.76,-0.02,-0.02,0.00
549.60,-1.19,-1.19,-1.19,-1.19,1.17,0.72,-0.02,-0.02,0.00
555.10,-1.15,-1.15,-1.16,-1.16,1.13,0.69,-0.02,-0.02,0.00
560.65,-1.11,-1.11,-1.10,-1.10,1.08,0.67,-0.03,-0.03,0.00
566.25,-1.03,-1.03,-1.02,-1.02,1.00,0.65,-0.03,-0.03,0.00
571.92,-0.92,-0.92,-0.92,-0.92,0.90,0.64,-0.02,-0.02,0.00
577.64,-0.80,-0.80,-0.80,-0.80,0.79,0.64,-0.01,-0.01,0.00
583.41,-0.67,-0.67,-0.66,-0.66,0.67,0.63,0.01,0.01,0.00
589.25,-0.53,-0.53,-0.53,-0.53,0.55,0.64,0.02,0.02,0.00
595.14,-0.41,-0.41,-0.42,-0.42,0.43,0.64,0.03,0.02,0.00
601.09,-0.32,-0.32,-0.32,-0.32,0.33,0.65,0.01,0.01,0.00
607.10,-0.24,-0.24,-0.23,-0.23,0.23,0.66,-0.01,-0.00,0.00
613.17,-0.17,-0.17,-0.16,-0.16,0.16,0.68,-0.01,-0.01,0.00
619.30,-0.11,-0.11,-0.11,-0.11,0.10,0.69,-0.00,-0.01,0.00
625.50,-0.07,-0.07,-0.07,-0.07,0.08,0.71,0.00,0.00,0.00
631.75,-0.06,-0.06,-0.06,-0.06,0.08,0.73,0.01,0.01,0.00
638.07,-0.08,-0.08,-0.08,-0.08,0.11,0.76,0.03,0.03,0.00
644.45,-0.13,-0.13,-0.14,-0.14,0.17,0.78,0.04,0.03,0.00
650.89,-0.23,-0.23,-0.23,-0.23,0.26,0.81,0.03,0.03,0.00
657.40,-0.37,-0.37,-0.36,-0.36,0.39,0.83,0.02,0.02,0.00
663.98,-0.52,-0.52,-0.52,-0.52,0.53,0.86,0.01,0.01,0.00
670.62,-0.68,-0.68,-0.69,-0.69,0.69,0.89,0.01,0.01,0.00
677.32,-0.86,-0.86,-0.86,-0.86,0.86,0.91,0.00,-0.00,0.00
684.10,-1.03,-1.03,-1.03,-1.03,1.02,0.94,-0.02,-0.02,0.00
690.94,-1.20,-1.20,-1.19,-1.19,1.16,0.96,-0.04,-0.04,0.00
697.85,-1.32,-1.32,-1.32,-1.32,1.28,0.99,-0.05,-0.04,0.00
704.83,-1.40,-1.40,-1.40,-1.40,1.37,1.01,-0.04,-0.03,0.00
711.87,-1.44,-1.44,-1.45,-1.45,1.43,1.03,-0.01,-0.02,0.00
718.99,-1.47,-1.47,-1.47,-1.47,1.46,1.06,-0.01,-0.00,0.00
726.18,-1.47,-1.47,-1.47,-1.47,1.47,1.07,0.01,0.01,0.00
733.44,-1.45,-1.45,-1.45,-1.45,1.46,1.09,0.01,0.01,0.00
740.78,-1.43,-1.43,-1.43,-1.43,1.43,1.10,0.01,0.01,0.00
748.19,-1.39,-1.39,-1.39,-1.39,1.39,1.12,0.00,0.00,0.00
755.67,-1.35,-1.35,-1.35,-1.35,1.35,1.12,-0.00,-0.00,0.00
763.23,-1.30,-1.30,-1.30,-1.30,1.30,1.13,-0.00,0.00,0.00
770.86,-1.24,-1.24,-1.25,-1.25,1.25,1.13,0.01,0.01,0.00
778.57,-1.19,-1.19,-1.19,-1.19,1.21,1.13,0.02,0.01,0.00
786.35,-1.14,-1.14,-1.14,-1.14,1.16,1.13,0.02,0.02,0.00
794.22,-1.10,-1.10,-1.10,-1.10,1.12,1.12,0.02,0.01,0.00
802.16,-1.07,-1.07,-1.07,-1.07,1.08,1.11,0.00,0.00,0.00
810.18,-1.04,-1.04,-1.04,-1.04,1.03,1.09,-0.01,-0.01,0.00
818.28,-1.01,-1.01,-1.00,-1.00,0.98,1.07,-0.02,-0.01,0.00
826.46,-0.95,-0.95,-0.95,-0.95,0.93,1.05,-0.02,-0.02,0.00
834.73,-0.89,-0.89,-0.89,-0.89,0.87,1.02,-0.01,-0.02,0.00
843.08,-0.84,-0.84,-0.83,-0.83,0.81,1.00,-0.02,-0.02,0.00
851.51,-0.77,-0.77,-0.76,-0.76,0.75,0.96,-0.01,-0.01,0.00
860.02,-0.69,-0.69,-0.69,-0.69,0.70,0.93,0.01,0.01,0.00
868.62,-0.61,-0.61,-0.62,-0.62,0.65,0.89,0.04,0.03,0.00
877.31,-0.58,-0.58,-0.58,-0.58,0.62,0.85,0.04,0.03,0.00
886.08,-0.56,-0.56,-0.56,-0.56,0.59,0.80,0.02,0.03,0.00
894.94,-0.56,-0.56,-0.56,-0.56,0.57,0.76,0.01,0.01,0.00
903.89,-0.57,-0.57,-0.57,-0.57,0.57,0.71,-0.00,-0.00,0.00
912.93,-0.58,-0.58,-0.57,-0.57,0.57,0.66,-0.01,-0.01,0.00
922.06,-0.57,-0.57,-0.57,-0.57,0.56,0.61,-0.01,-0.01,0.00
931.28,-0.56,-0.56,-0.56,-0.56,0.56,0.55,-0.00,-0.01,0.00
940.59,-0.54,-0.54,-0.54,-0.54,0.53,0.49,-0.01,-0.01,0.00
950.00,-0.51,-0.51,-0.51,-0.51,0.49,0.44,-0.02,-0.02,0.00
959.50,-0.47,-0.47,-0.47,-0.47,0.44,0.38,-0.03,-0.03,0.00
969.09,-0.40,-0.40,-0.39,-0.39,0.37,0.32,-0.03,-0.03,0.00
978.78,-0.30,-0.30,-0.30,-0.30,0.29,0.25,-0.01,-0.01,0.00
988.57,-0.19,-0.19,-0.20,-0.20,0.21,0.19,0.01,0.00,0.00
998.46,-0.11,-0.11,-0.10,-0.10,0.12,0.13,0.01,0.02,0.00
1008.44,-0.02,-0.02,-0.01,-0.01,0.04,0.06,0.03,0.03,0.00
1018.53,0.07,0.07,0.06,0.06,-0.03,-0.00,0.04,0.03,0.00
1028.71,0.12,0.12,0.11,0.11,-0.09,-0.07,0.02,0.02,0.00
1039.00,0.14,0.14,0.15,0.15,-0.15,-0.14,-0.00,-0.00,0.00
1049.39,0.17,0.17,0.18,0.18,-0.19,-0.21,-0.02,-0.01,0.00
1059.88,0.21,0.21,0.21,0.21,-0.22,-0.27,-0.01,-0.01,0.00
1070.48,0.26,0.26,0.25,0.25,-0.25,-0.34,0.01,0.00,0.00
1081.19,0.29,0.29,0.28,0.28,-0.27,-0.41,0.02,0.01,0.00
1092.00,0.31,0.31,0.31,0.31,-0.30,-0.48,0.01,0.01,0.00
1102.92,0.32,0.32,0.32,0.32,-0.32,-0.55,-0.00,-0.00,0.00
1113.95,0.35,0.35,0.35,0.35,-0.36,-0.62,-0.01,-0.01,0.00
1125.09,0.38,0.38,0.39,0.39,-0.40,-0.70,-0.01,-0.01,0.00
1136.34,0.45,0.45,0.44,0.44,-0.45,-0.77,0.00,-0.00,0.00
1147.70,0.51,0.51,0.51,0.51,-0.51,-0.84,0.00,-0.00,0.00
1159.18,0.57,0.57,0.58,0.58,-0.59,-0.92,-0.01,-0.01,0.00
1170.77,0.67,0.67,0.66,0.66,-0.68,-0.99,-0.02,-0.02,0.00
1182.48,0.77,0.77,0.77,0.77,-0.80,-1.07,-0.03,-0.03,0.00
1194.30,0.89,0.89,0.90,0.90,-0.92,-1.14,-0.03,-0.02,0.00
1206.25,1.04,1.04,1.05,1.05,-1.06,-1.22,-0.02,-0.01,0.00
1218.31,1.22,1.22,1.21,1.21,-1.20,-1.30,0.02,0.01,0.00
1230.49,1.37,1.37,1.37,1.37,-1.34,-1.38,0.03,0.03,0.00
1242.80,1.50,1.50,1.51,1.51,-1.48,-1.46,0.02,0.03,0.00
1255.22,1.64,1.64,1.63,1.63,-1.61,-1.54,0.03,0.02,0.00
1267.78,1.76,1.76,1.75,1.75,-1.73,-1.62,0.02,0.02,0.00
1280.45,1.86,1.86,1.86,1.86,-1.85,-1.70,0.01,0.01,0.00
1293.26,1.97,1.97,1.97,1.97,-1.98,-1.79,-0.00,-0.00,0.00
1306.19,2.09,2.09,2.08,2.08,-2.11,-1.87,-0.02,-0.02,0.00
1319.25,2.21,2.21,2.21,2.21,-2.25,-1.96,-0.04,-0.04,0.00
1332.45,2.34,2.34,2.35,2.35,-2.41,-2.05,-0.06,-0.06,0.00
1345.77,2.51,2.51,2.52,2.52,-2.57,-2.14,-0.06,-0.05,0.00
1359.23,2.71,2.71,2.71,2.71,-2.74,-2.23,-0.03,-0.03,0.00
1372.82,2.91,2.91,2.90,2.90,-2.89,-2.32,0.02,0.01,0.00
1386.55,3.07,3.07,3.07,3.07,-3.02,-2.41,0.05,0.05,0.00
1400.41,3.20,3.20,3.20,3.20,-3.12,-2.51,0.08,0.08,0.00
1414.42,3.28,3.28,3.27,3.27,-3.18,-2.60,0.10,0.09,0.00
1428.56,3.29,3.29,3.28,3.28,-3.21,-2.70,0.08,0.07,0.00
1442.85,3.24,3.24,3.24,3.24,-3.22,-2.79,0.02,0.02,0.00
1457.28,3.18,3.18,3.18,3.18,-3.21,-2.89,-0.03,-0.03,0.00
1471.85,3.12,3.12,3.13,3.13,-3.21,-2.98,-0.08,-0.08,0.00
1486.57,3.11,3.11,3.12,3.12,-3.21,-3.08,-0.10,-0.09,0.00
1501.43,3.15,3.15,3.15,3.15,-3.23,-3.18,-0.08,-0.08,0.00
1516.45,3.23,3.23,3.23,3.23,-3.27,-3.27,-0.04,-0.04,0.00
1531.61,3.33,3.33,3.33,3.33,-3.32,-3.37,0.01,0.01,0.00
1546.93,3.43,3.43,3.43,3.43,-3.37,-3.46,0.06,0.06,0.00
1562.40,3.51,3.51,3.50,3.50,-3.42,-3.56,0.09,0.08,0.00
1578.02,3.54,3.54,3.53,3.53,-3.46,-3.65,0.08,0.07,0.00
1593.80,3.53,3.53,3.53,3.53,-3.50,-3.74,0.03,0.03,0.00
1609.74,3.50,3.50,3.51,3.51,-3.53,-3.82,-0.03,-0.02,0.00
1625.84,3.51,3.51,3.51,3.51,-3.56,-3.91,-0.06,-0.05,0.00
1642.10,3.54,3.54,3.54,3.54,-3.60,-3.99,-0.06,-0.06,0.00
1658.52,3.61,3.61,3.61,3.61,-3.66,-4.06,-0.05,-0.05,0.00
1675.10,3.69,3.69,3.70,3.70,-3.72,-4.13,-0.03,-0.03,0.00
1691.85,3.80,3.80,3.80,3.80,-3.80,-4.20,-0.01,-0.00,0.00
1708.77,3.92,3.92,3.92,3.92,-3.89,-4.26,0.03,0.03,0.00
1725.86,4.03,4.03,4.02,4.02,-3.97,-4.31,0.06,0.05,0.00
1743.12,4.10,4.10,4.09,4.09,-4.04,-4.36,0.06,0.05,0.00
1760.55,4.15,4.15,4.15,4.15,-4.11,-4.40,0.04,0.04,0.00
1778.15,4.18,4.18,4.18,4.18,-4.17,-4.44,0.02,0.01,0.00
1795.94,4.21,4.21,4.20,4.20,-4.23,-4.46,-0.02,-0.03,0.00
1813.90,4.23,4.23,4.24,4.24,-4.30,-4.48,-0.07,-0.07,0.00
1832.03,4.28,4.28,4.29,4.29,-4.38,-4.49,-0.10,-0.08,0.00
1850.36,4.39,4.39,4.39,4.39,-4.45,-4.50,-0.07,-0.06,0.00
1868.86,4.52,4.52,4.52,4.52,-4.52,-4.49,0.00,-0.00,0.00
1887.55,4.64,4.64,4.63,4.63,-4.57,-4.48,0.07,0.07,0.00
1906.42,4.71,4.71,4.70,4.70,-4.60,-4.46,0.11,0.10,0.00
1925.49,4.71,4.71,4.70,4.70,-4.61,-4.43,0.10,0.09,0.00
1944.74,4.65,4.65,4.64,4.64,-4.60,-4.40,0.05,0.04,0.00
1964.19,4.54,4.54,4.55,4.55,-4.57,-4.36,-0.03,-0.03,0.00
1983.83,4.44,4.44,4.46,4.46,-4.53,-4.31,-0.09,-0.08,0.00
2003.67,4.38,4.38,4.39,4.39,-4.48,-4.26,-0.09,-0.09,0.00
2023.71,4.36,4.36,4.37,4.37,-4.42,-4.20,-0.05,-0.05,0.00
2043.94,4.36,4.36,4.36,4.36,-4.35,-4.14,0.01,0.00,0.00
2064.38,4.35,4.35,4.34,4.34,-4.29,-4.08,0.06,0.05,0.00
2085.03,4.30,4.30,4.30,4.30,-4.23,-4.01,0.07,0.07,0.00
2105.88,4.22,4.22,4.22,4.22,-4.17,-3.94,0.05,0.04,0.00
2126.94,4.12,4.12,4.11,4.11,-4.11,-3.86,0.00,-0.01,0.00
2148.20,3.99,3.99,4.00,4.00,-4.05,-3.78,-0.06,-0.05,0.00
2169.69,3.89,3.89,3.91,3.91,-3.97,-3.70,-0.08,-0.06,0.00
2191.38,3.85,3.85,3.85,3.85,-3.89,-3.62,-0.04,-0.04,0.00
2213.30,3.81,3.81,3.81,3.81,-3.79,-3.54,0.02,0.02,0.00
2235.43,3.76,3.76,3.76,3.76,-3.70,-3.46,0.07,0.06,0.00
2257.78,3.69,3.69,3.67,3.67,-3.61,-3.38,0.08,0.06,0.00
2280.36,3.56,3.56,3.54,3.54,-3.52,-3.30,0.03,0.02,0.00
2303.17,3.39,3.39,3.40,3.40,-3.43,-3.21,-0.05,-0.03,0.00
2326.20,3.26,3.26,3.28,3.28,-3.34,-3.13,-0.08,-0.06,0.00
2349.46,3.20,3.20,3.20,3.20,-3.25,-3.05,-0.05,-0.05,0.00
2372.95,3.14,3.14,3.14,3.14,-3.15,-2.97,-0.01,-0.01,0.00
2396.68,3.09,3.09,3.08,3.08,-3.05,-2.89,0.03,0.03,0.00
2420.65,3.01,3.01,3.00,3.00,-2.96,-2.82,0.05,0.04,0.00
2444.86,2.90,2.90,2.90,2.90,-2.87,-2.74,0.03,0.03,0.00
2469.31,2.78,2.78,2.79,2.79,-2.78,-2.67,-0.00,0.01,0.00
2494.00,2.67,2.67,2.66,2.66,-2.68,-2.59,-0.01,-0.02,0.00
2518.94,2.54,2.54,2.54,2.54,-2.57,-2.52,-0.03,-0.03,0.00
2544.13,2.43,2.43,2.43,2.43,-2.45,-2.45,-0.02,-0.02,0.00
2569.57,2.33,2.33,2.33,2.33,-2.32,-2.39,0.01,0.00,0.00
2595.27,2.22,2.22,2.22,2.22,-2.19,-2.32,0.03,0.03,0.00
2621.22,2.10,2.10,2.10,2.10,-2.06,-2.25,0.04,0.03,0.00
2647.43,1.96,1.96,1.96,1.96,-1.94,-2.19,0.03,0.02,0.00
2673.90,1.80,1.80,1.80,1.80,-1.81,-2.13,-0.01,-0.01,0.00
2700.64,1.65,1.65,1.65,1.65,-1.68,-2.07,-0.04,-0.03,0.00
2727.65,1.51,1.51,1.53,1.53,-1.56,-2.01,-0.05,-0.03,0.00
2754.93,1.43,1.43,1.43,1.43,-1.44,-1.96,-0.01,-0.01,0.00
2782.48,1.36,1.36,1.35,1.35,-1.33,-1.90,0.03,0.02,0.00
2810.30,1.27,1.27,1.26,1.26,-1.23,-1.85,0.04,0.03,0.00
2838.40,1.15,1.15,1.15,1.15,-1.14,-1.80,0.01,0.01,0.00
2866.79,1.04,1.04,1.05,1.05,-1.07,-1.74,-0.03,-0.02,0.00
2895.46,0.96,0.96,0.98,0.98,-1.00,-1.70,-0.04,-0.03,0.00
2924.41,0.94,0.94,0.93,0.93,-0.94,-1.65,-0.00,-0.01,0.00
2953.65,0.90,0.90,0.89,0.89,-0.89,-1.60,0.01,0.01,0.00
2983.19,0.86,0.86,0.86,0.86,-0.85,-1.56,0.01,0.01,0.00
3013.02,0.81,0.81,0.82,0.82,-0.81,-1.51,0.00,0.00,0.00
3043.15,0.78,0.78,0.79,0.79,-0.79,-1.47,-0.00,0.00,0.00
3073.58,0.77,0.77,0.77,0.77,-0.77,-1.43,0.00,0.00,0.00
3104.32,0.76,0.76,0.76,0.76,-0.75,-1.38,0.01,0.01,0.00
3135.36,0.74,0.74,0.74,0.74,-0.73,-1.34,0.01,0.01,0.00
3166.72,0.72,0.72,0.72,0.72,-0.72,-1.31,0.00,-0.00,0.00
3198.38,0.71,0.71,0.72,0.72,-0.72,-1.27,-0.01,-0.00,0.00
3230.37,0.72,0.72,0.72,0.72,-0.72,-1.23,-0.01,-0.00,0.00
3262.67,0.75,0.75,0.74,0.74,-0.74,-1.19,0.01,0.00,0.00
3295.30,0.76,0.76,0.75,0.75,-0.76,-1.16,0.00,-0.00,0.00
3328.25,0.77,0.77,0.78,0.78,-0.79,-1.12,-0.02,-0.01,0.00
3361.53,0.80,0.80,0.81,0.81,-0.82,-1.08,-0.02,-0.01,0.00
3395.15,0.87,0.87,0.87,0.87,-0.87,-1.05,0.00,-0.00,0.00
3429.10,0.94,0.94,0.93,0.93,-0.92,-1.01,0.02,0.00,0.00
3463.39,0.98,0.98,0.98,0.98,-0.99,-0.98,-0.00,-0.00,0.00
3498.03,1.03,1.03,1.04,1.04,-1.05,-0.94,-0.02,-0.01,0.00
3533.01,1.10,1.10,1.11,1.11,-1.12,-0.91,-0.02,-0.01,0.00
3568.34,1.19,1.19,1.19,1.19,-1.18,-0.87,0.01,0.00,0.00
3604.02,1.27,1.27,1.26,1.26,-1.25,-0.84,0.02,0.01,0.00
3640.06,1.32,1.32,1.32,1.32,-1.30,-0.80,0.02,0.02,0.00
3676.46,1.36,1.36,1.36,1.36,-1.35,-0.77,0.01,0.01,0.00
3713.22,1.39,1.39,1.39,1.39,-1.39,-0.73,-0.01,-0.01,0.00
3750.36,1.41,1.41,1.42,1.42,-1.42,-0.69,-0.01,-0.01,0.00
3787.86,1.44,1.44,1.44,1.44,-1.44,-0.65,-0.00,-0.00,0.00
3825.74,1.46,1.46,1.45,1.45,-1.45,-0.61,0.01,0.00,0.00
3864.00,1.44,1.44,1.45,1.45,-1.44,-0.57,0.00,0.01,0.00
3902.64,1.42,1.42,1.43,1.43,-1.42,-0.53,0.00,0.01,0.00
3941.66,1.40,1.40,1.39,1.39,-1.39,-0.48,0.01,-0.00,0.00
3981.08,1.35,1.35,1.35,1.35,-1.35,-0.44,-0.00,-0.01,0.00
4020.89,1.28,1.28,1.29,1.29,-1.29,-0.38,-0.02,-0.01,0.00
4061.10,1.22,1.22,1.22,1.22,-1.22,-0.33,-0.00,-0.00,0.00
4101.71,1.14,1.14,1.13,1.13,-1.13,-0.27,0.01,0.00,0.00
4142.73,1.03,1.03,1.02,1.02,-1.02,-0.21,0.01,0.00,0.00
4184.15,0.89,0.89,0.89,0.89,-0.89,-0.15,-0.00,0.00,0.00
4226.00,0.74,0.74,0.75,0.75,-0.75,-0.07,-0.00,0.00,0.00
4268.26,0.59,0.59,0.58,0.58,-0.58,0.00,0.02,0.01,0.00
4310.94,0.40,0.40,0.39,0.39,-0.38,0.09,0.02,0.01,0.00
4354.05,0.16,0.16,0.18,0.18,-0.17,0.18,-0.00,0.01,0.00
4397.59,-0.06,-0.06,-0.05,-0.05,0.07,0.29,0.01,0.02,0.00
4441.56,-0.29,-0.29,-0.31,-0.31,0.32,0.40,0.03,0.02,0.00
4485.98,-0.57,-0.57,-0.58,-0.58,0.59,0.53,0.02,0.01,0.00
4530.84,-0.88,-0.88,-0.87,-0.87,0.86,0.67,-0.02,-0.01,0.00
4576.15,-1.17,-1.17,-1.16,-1.16,1.14,0.83,-0.03,-0.02,0.00
4621.91,-1.43,-1.43,-1.43,-1.43,1.41,1.01,-0.02,-0.02,0.00
4668.13,-1.68,-1.68,-1.69,-1.69,1.68,1.21,-0.00,-0.01,0.00
4714.81,-1.93,-1.93,-1.94,-1.94,1.94,1.43,0.01,0.00,0.00
4761.96,-2.19,-2.19,-2.18,-2.18,2.19,1.68,0.00,0.00,0.00
4809.58,-2.42,-2.42,-2.42,-2.42,2.42,1.94,-0.00,0.00,0.00
4857.67,-2.63,-2.63,-2.64,-2.64,2.63,2.22,0.00,-0.00,0.00
4906.25,-2.83,-2.83,-2.83,-2.83,2.83,2.52,-0.00,0.00,0.00
4955.31,-3.01,-3.01,-3.01,-3.01,3.01,2.81,0.00,0.00,0.00
5004.87,-3.16,-3.16,-3.16,-3.16,3.17,3.09,0.01,0.01,0.00
5054.91,-3.29,-3.29,-3.29,-3.29,3.30,3.33,0.01,0.01,0.00
5105.46,-3.39,-3.39,-3.39,-3.39,3.40,3.50,0.01,0.01,0.00
5156.52,-3.46,-3.46,-3.47,-3.47,3.46,3.59,-0.00,-0.01,0.00
5208.08,-3.51,-3.51,-3.50,-3.50,3.48,3.58,-0.02,-0.02,0.00
5260.16,-3.50,-3.50,-3.49,-3.49,3.46,3.49,-0.04,-0.03,0.00
5312.77,-3.42,-3.42,-3.43,-3.43,3.39,3.33,-0.03,-0.04,0.00
5365.89,-3.32,-3.32,-3.32,-3.32,3.28,3.13,-0.04,-0.04,0.00
5419.55,-3.17,-3.17,-3.15,-3.15,3.13,2.90,-0.04,-0.02,0.00
5473.75,-2.95,-2.95,-2.95,-2.95,2.94,2.67,-0.01,-0.01,0.00
5528.49,-2.72,-2.72,-2.72,-2.72,2.73,2.44,0.01,0.01,0.00
5583.77,-2.48,-2.48,-2.49,-2.49,2.50,2.24,0.02,0.02,0.00
5639.61,-2.25,-2.25,-2.25,-2.25,2.26,2.06,0.01,0.01,0.00
5696.00,-2.03,-2.03,-2.02,-2.02,2.03,1.91,-0.01,0.00,0.00
5752.96,-1.79,-1.79,-1.80,-1.80,1.80,1.78,0.01,0.00,0.00
5810.49,-1.58,-1.58,-1.58,-1.58,1.59,1.68,0.01,0.00,0.00
5868.60,-1.39,-1.39,-1.39,-1.39,1.39,1.60,0.01,0.00,0.00
5927.28,-1.21,-1.21,-1.23,-1.23,1.23,1.54,0.01,-0.00,0.00
5986.56,-1.08,-1.08,-1.10,-1.10,1.10,1.50,0.02,-0.00,0.00
6046.42,-0.98,-0.98,-1.00,-1.00,1.01,1.47,0.03,0.01,0.00
6106.89,-0.89,-0.89,-0.94,-0.94,0.97,1.47,0.08,0.03,0.00
6167.96,-0.86,-0.86,-0.94,-0.94,0.98,1.48,0.11,0.04,0.00
6229.64,-0.91,-0.91,-0.99,-0.99,1.04,1.50,0.14,0.05,0.00
6291.93,-1.01,-1.01,-1.11,-1.11,1.16,1.53,0.15,0.05,0.00
6354.85,-1.14,-1.14,-1.28,-1.28,1.31,1.57,0.17,0.03,0.00
6418.40,-1.35,-1.35,-1.49,-1.49,1.50,1.63,0.15,0.01,0.00
6482.58,-1.57,-1.57,-1.73,-1.73,1.71,1.69,0.15,-0.01,0.00
6547.41,-1.81,-1.81,-1.96,-1.96,1.94,1.76,0.13,-0.02,0.00
6612.88,-2.02,-2.02,-2.18,-2.18,2.15,1.84,0.13,-0.03,0.00
6679.01,-2.24,-2.24,-2.38,-2.38,2.35,1.92,0.11,-0.03,0.00
6745.80,-2.46,-2.46,-2.54,-2.54,2.52,2.01,0.05,-0.03,0.00
6813.26,-2.65,-2.65,-2.67,-2.67,2.64,2.09,-0.00,-0.03,0.00
6881.39,-2.82,-2.82,-2.76,-2.76,2.73,2.18,-0.09,-0.03,0.00
6950.21,-2.95,-2.95,-2.81,-2.81,2.78,2.27,-0.17,-0.03,0.00
7019.71,-3.04,-3.04,-2.81,-2.81,2.79,2.35,-0.25,-0.02,0.00
7089.91,-3.08,-3.08,-2.78,-2.78,2.77,2.42,-0.31,-0.01,0.00
7160.81,-3.02,-3.02,-2.72,-2.72,2.73,2.48,-0.29,0.00,0.00
7232.41,-2.88,-2.88,-2.65,-2.65,2.66,2.53,-0.21,0.02,0.00
7304.74,-2.69,-2.69,-2.56,-2.56,2.59,2.56,-0.10,0.02,0.00
7377.79,-2.41,-2.41,-2.48,-2.48,2.51,2.58,0.10,0.02,0.00
7451.56,-2.10,-2.10,-2.41,-2.41,2.42,2.57,0.33,0.02,0.00
7526.08,-1.75,-1.75,-2.33,-2.33,2.34,2.55,0.59,0.01,0.00
7601.34,-1.42,-1.42,-2.25,-2.25,2.26,2.49,0.84,0.00,0.00
7677.35,-1.06,-1.06,-2.17,-2.17,2.17,2.42,1.11,-0.00,0.00
7754.13,-0.70,-0.70,-2.09,-2.09,2.08,2.32,1.38,-0.00,0.00
7831.67,-0.33,-0.33,-1.99,-1.99,1.99,2.20,1.66,-0.00,0.00
7909.98,0.03,0.03,-1.89,-1.89,1.88,2.06,1.91,-0.00,0.00
7989.08,0.36,0.36,-1.77,-1.77,1.77,1.91,2.13,-0.00,0.00
8068.98,0.67,0.67,-1.65,-1.65,1.65,1.73,2.32,-0.00,0.00
8149.67,0.90,0.90,-1.52,-1.52,1.52,1.55,2.42,-0.00,0.00
8231.16,1.11,1.11,-1.38,-1.38,1.38,1.35,2.49,-0.00,0.00
8313.47,1.23,1.23,-1.23,-1.23,1.23,1.15,2.46,-0.00,0.00
8396.61,1.29,1.29,-1.07,-1.07,1.08,0.94,2.36,0.00,0.00
8480.57,1.28,1.28,-0.91,-0.91,0.91,0.73,2.20,0.00,0.00
8565.38,1.23,1.23,-0.74,-0.74,0.75,0.52,1.97,0.00,0.00
8651.03,1.08,1.08,-0.57,-0.57,0.57,0.31,1.65,0.00,0.00
8737.54,0.86,0.86,-0.40,-0.40,0.40,0.10,1.26,0.00,0.00
8824.92,0.54,0.54,-0.22,-0.22,0.22,-0.11,0.76,-0.00,0.00
8913.17,0.13,0.13,-0.03,-0.03,0.03,-0.31,0.16,-0.00,0.00
9002.30,-0.38,-0.38,0.16,0.16,-0.16,-0.51,-0.54,-0.00,0.00
9092.32,-0.98,-0.98,0.35,0.35,-0.35,-0.70,-1.33,-0.00,0.00
9183.25,-1.70,-1.70,0.55,0.55,-0.55,-0.89,-2.25,-0.00,0.00
9275.08,-2.48,-2.48,0.75,0.75,-0.75,-1.07,-3.23,0.00,0.00
9367.83,-3.31,-3.31,0.95,0.95,-0.95,-1.25,-4.26,0.00,0.00
9461.51,-4.16,-4.16,1.15,1.15,-1.16,-1.43,-5.31,-0.01,0.00
9556.12,-4.96,-4.96,1.36,1.36,-1.37,-1.60,-6.33,-0.01,0.00
9651.68,-5.65,-5.65,1.56,1.56,-1.58,-1.76,-7.23,-0.02,0.00
9748.20,-6.20,-6.20,1.77,1.77,-1.78,-1.92,-7.98,-0.02,0.00
9845.68,-6.56,-6.56,1.97,1.97,-1.98,-2.08,-8.54,-0.00,0.00
