frequency,raw,error,smoothed,error_smoothed,equalization,parametric_eq,equalized_raw,equalized_smoothed,target
468.71,3.44,3.44,3.43,3.43,-3.43,-3.34,0.01,0.01,0.00
473.40,3.63,3.63,3.63,3.63,-3.63,-3.48,0.00,0.00,0.00
478.13,3.81,3.81,3.82,3.82,-3.82,-3.62,-0.00,-0.00,0.00
482.91,4.00,4.00,4.00,4.00,-4.00,-3.76,-0.00,-0.00,0.00
487.74,4.18,4.18,4.18,4.18,-4.18,-3.91,-0.00,-0.00,0.00
492.62,4.36,4.36,4.36,4.36,-4.36,-4.07,0.00,0.00,0.00
497.55,4.54,4.54,4.54,4.54,-4.53,-4.23,0.00,0.00,0.00
502.52,4.71,4.71,4.71,4.71,-4.71,-4.40,-0.00,0.00,0.00
507.55,4.89,4.89,4.89,4.89,-4.89,-4.57,-0.00,-0.00,0.00
512.62,5.07,5.07,5.07,5.07,-5.07,-4.75,-0.00,-0.00,0.00
517.75,5.26,5.26,5.26,5.26,-5.26,-4.93,-0.00,-0.00,0.00
522.93,5.46,5.46,5.46,5.46,-5.46,-5.12,-0.01,-0.01,0.00
528.16,5.66,5.66,5.66,5.66,-5.67,-5.32,-0.01,-0.01,0.00
533.44,5.87,5.87,5.87,5.87,-5.88,-5.51,-0.02,-0.01,0.00
538.77,6.10,6.10,6.10,6.10,-6.11,-5.72,-0.01,-0.01,0.00
544.16,6.33,6.33,6.33,6.33,-6.34,-5.93,-0.01,-0.01,0.00
549.60,6.57,6.57,6.57,6.57,-6.58,-6.14,-0.00,-0.00,0.00
555.10,6.81,6.81,6.81,6.81,-6.81,-6.35,-0.00,0.00,0.00
560.65,7.05,7.05,7.05,7.05,-7.05,-6.57,0.00,0.01,0.00
566.25,7.28,7.28,7.28,7.28,-7.27,-6.79,0.01,0.01,0.00
571.92,7.49,7.49,7.49,7.49,-7.49,-7.00,0.01,0.01,0.00
577.64,7.69,7.69,7.69,7.69,-7.69,-7.22,0.00,0.00,0.00
583.41,7.87,7.87,7.87,7.87,-7.87,-7.43,-0.00,-0.00,0.00
589.25,8.03,8.03,8.04,8.04,-8.04,-7.63,-0.00,-0.00,0.00
595.14,8.18,8.18,8.18,8.18,-8.18,-7.82,0.00,0.00,0.00
601.09,8.30,8.30,8.30,8.30,-8.30,-8.01,0.01,0.01,0.00
607.10,8.40,8.40,8.40,8.40,-8.39,-8.18,0.01,0.01,0.00
613.17,8.47,8.47,8.47,8.47,-8.45,-8.33,0.02,0.02,0.00
619.30,8.51,8.51,8.50,8.50,-8.49,-8.47,0.01,0.01,0.00
625.50,8.51,8.51,8.51,8.51,-8.50,-8.58,0.01,0.01,0.00
631.75,8.49,8.49,8.49,8.49,-8.49,-8.67,0.01,0.01,0.00
638.07,8.46,8.46,8.46,8.46,-8.45,-8.74,0.00,0.00,0.00
644.45,8.41,8.41,8.41,8.41,-8.40,-8.78,0.00,0.00,0.00
650.89,8.34,8.34,8.34,8.34,-8.34,-8.79,0.00,0.00,0.00
657.40,8.27,8.27,8.27,8.27,-8.27,-8.78,-0.00,-0.00,0.00
663.98,8.19,8.19,8.19,8.19,-8.20,-8.75,-0.01,-0.01,0.00
670.62,8.11,8.11,8.12,8.12,-8.13,-8.69,-0.02,-0.02,0.00
677.32,8.05,8.05,8.05,8.05,-8.07,-8.61,-0.02,-0.02,0.00
684.10,7.99,7.99,8.00,8.00,-8.01,-8.51,-0.02,-0.02,0.00
690.94,7.95,7.95,7.95,7.95,-7.97,-8.40,-0.01,-0.01,0.00
697.85,7.92,7.92,7.92,7.92,-7.93,-8.27,-0.01,-0.01,0.00
704.83,7.89,7.89,7.89,7.89,-7.89,-8.13,-0.00,-0.00,0.00
711.87,7.86,7.86,7.86,7.86,-7.86,-7.98,-0.00,-0.00,0.00
718.99,7.83,7.83,7.82,7.82,-7.82,-7.82,0.00,0.00,0.00
726.18,7.78,7.78,7.78,7.78,-7.78,-7.66,0.00,0.00,0.00
733.44,7.73,7.73,7.73,7.73,-7.72,-7.50,0.01,0.01,0.00
740.78,7.66,7.66,7.66,7.66,-7.65,-7.34,0.01,0.01,0.00
748.19,7.57,7.57,7.57,7.57,-7.55,-7.18,0.02,0.02,0.00
755.67,7.46,7.46,7.46,7.46,-7.44,-7.02,0.02,0.02,0.00
763.23,7.32,7.32,7.32,7.32,-7.30,-6.87,0.02,0.02,0.00
770.86,7.17,7.17,7.16,7.16,-7.15,-6.72,0.01,0.01,0.00
778.57,6.99,6.99,6.99,6.99,-6.99,-6.57,0.00,0.00,0.00
786.35,6.80,6.80,6.80,6.80,-6.81,-6.43,-0.01,-0.01,0.00
794.22,6.62,6.62,6.62,6.62,-6.63,-6.30,-0.01,-0.01,0.00
802.16,6.44,6.44,6.44,6.44,-6.45,-6.17,-0.01,-0.01,0.00
810.18,6.27,6.27,6.27,6.27,-6.27,-6.05,-0.01,-0.01,0.00
818.28,6.10,6.10,6.10,6.10,-6.11,-5.94,-0.01,-0.01,0.00
826.46,5.94,5.94,5.94,5.94,-5.95,-5.83,-0.00,-0.00,0.00
834.73,5.79,5.79,5.79,5.79,-5.80,-5.73,-0.00,-0.00,0.00
843.08,5.66,5.66,5.66,5.66,-5.66,-5.64,-0.01,-0.01,0.00
851.51,5.53,5.53,5.53,5.53,-5.54,-5.55,-0.01,-0.01,0.00
860.02,5.41,5.41,5.41,5.41,-5.42,-5.47,-0.01,-0.01,0.00
868.62,5.30,5.30,5.30,5.30,-5.31,-5.40,-0.01,-0.01,0.00
877.31,5.20,5.20,5.20,5.20,-5.20,-5.33,-0.00,-0.00,0.00
886.08,5.11,5.11,5.11,5.11,-5.09,-5.27,0.01,0.01,0.00
894.94,5.01,5.01,5.01,5.01,-4.98,-5.21,0.03,0.03,0.00
903.89,4.90,4.90,4.90,4.90,-4.86,-5.17,0.04,0.04,0.00
912.93,4.78,4.78,4.78,4.78,-4.74,-5.12,0.04,0.03,0.00
922.06,4.64,4.64,4.64,4.64,-4.62,-5.08,0.02,0.02,0.00
931.28,4.51,4.51,4.50,4.50,-4.51,-5.05,-0.00,-0.01,0.00
940.59,4.38,4.38,4.38,4.38,-4.41,-5.02,-0.03,-0.03,0.00
950.00,4.29,4.29,4.29,4.29,-4.32,-4.99,-0.04,-0.03,0.00
959.50,4.24,4.24,4.24,4.24,-4.26,-4.97,-0.02,-0.02,0.00
969.09,4.22,4.22,4.22,4.22,-4.22,-4.95,-0.00,-0.00,0.00
978.78,4.22,4.22,4.22,4.22,-4.21,-4.93,0.01,0.01,0.00
988.57,4.25,4.25,4.25,4.25,-4.25,-4.92,0.00,0.00,0.00
998.46,4.30,4.30,4.29,4.29,-4.31,-4.90,-0.02,-0.02,0.00
1008.44,4.36,4.36,4.36,4.36,-4.42,-4.89,-0.05,-0.05,0.00
1018.53,4.46,4.46,4.48,4.48,-4.54,-4.88,-0.07,-0.06,0.00
1028.71,4.63,4.63,4.64,4.64,-4.67,-4.87,-0.04,-0.04,0.00
1039.00,4.82,4.82,4.82,4.82,-4.81,-4.86,0.02,0.01,0.00
1049.39,4.99,4.99,4.99,4.99,-4.94,-4.84,0.06,0.05,0.00
1059.88,5.12,5.12,5.12,5.12,-5.05,-4.83,0.07,0.07,0.00
1070.48,5.20,5.20,5.20,5.20,-5.14,-4.81,0.06,0.06,0.00
1081.19,5.23,5.23,5.23,5.23,-5.20,-4.79,0.03,0.03,0.00
1092.00,5.23,5.23,5.23,5.23,-5.23,-4.77,-0.00,0.00,0.00
1102.92,5.20,5.20,5.21,5.21,-5.22,-4.75,-0.02,-0.01,0.00
1113.95,5.18,5.18,5.18,5.18,-5.19,-4.72,-0.01,-0.01,0.00
1125.09,5.13,5.13,5.13,5.13,-5.13,-4.69,-0.00,-0.00,0.00
1136.34,5.07,5.07,5.07,5.07,-5.07,-4.65,0.00,0.00,0.00
1147.70,4.99,4.99,4.99,4.99,-4.99,-4.61,0.00,-0.00,0.00
1159.18,4.90,4.90,4.90,4.90,-4.91,-4.57,-0.01,-0.01,0.00
1170.77,4.81,4.81,4.81,4.81,-4.82,-4.52,-0.01,-0.01,0.00
1182.48,4.71,4.71,4.72,4.72,-4.72,-4.47,-0.01,-0.01,0.00
1194.30,4.62,4.62,4.62,4.62,-4.62,-4.42,0.00,0.00,0.00
1206.25,4.52,4.52,4.52,4.52,-4.52,-4.36,0.01,0.01,0.00
1218.31,4.42,4.42,4.42,4.42,-4.41,-4.30,0.01,0.01,0.00
1230.49,4.31,4.31,4.31,4.31,-4.30,-4.23,0.00,0.00,0.00
1242.80,4.20,4.20,4.20,4.20,-4.20,-4.17,-0.00,-0.00,0.00
1255.22,4.09,4.09,4.09,4.09,-4.10,-4.10,-0.01,-0.01,0.00
1267.78,3.98,3.98,3.99,3.99,-4.00,-4.03,-0.01,-0.01,0.00
1280.45,3.89,3.89,3.89,3.89,-3.90,-3.96,-0.01,-0.00,0.00
1293.26,3.81,3.81,3.81,3.81,-3.80,-3.89,0.01,0.00,0.00
1306.19,3.72,3.72,3.72,3.72,-3.71,-3.82,0.01,0.01,0.00
1319.25,3.63,3.63,3.63,3.63,-3.63,-3.75,0.01,0.01,0.00
1332.45,3.55,3.55,3.55,3.55,-3.55,-3.68,-0.01,-0.00,0.00
1345.77,3.47,3.47,3.47,3.47,-3.48,-3.61,-0.01,-0.01,0.00
1359.23,3.40,3.40,3.40,3.40,-3.42,-3.54,-0.02,-0.02,0.00
1372.82,3.34,3.34,3.35,3.35,-3.36,-3.47,-0.02,-0.02,0.00
1386.55,3.30,3.30,3.30,3.30,-3.31,-3.40,-0.01,-0.01,0.00
1400.41,3.26,3.26,3.25,3.25,-3.25,-3.34,0.00,0.00,0.00
1414.42,3.20,3.20,3.21,3.21,-3.19,-3.28,0.01,0.01,0.00
1428.56,3.14,3.14,3.15,3.15,-3.12,-3.22,0.03,0.03,0.00
1442.85,3.07,3.07,3.07,3.07,-3.03,-3.16,0.04,0.04,0.00
1457.28,2.97,2.97,2.97,2.97,-2.92,-3.10,0.05,0.05,0.00
1471.85,2.85,2.85,2.85,2.85,-2.81,-3.05,0.04,0.04,0.00
1486.57,2.71,2.71,2.71,2.71,-2.70,-3.00,0.02,0.01,0.00
1501.43,2.58,2.58,2.58,2.58,-2.59,-2.95,-0.02,-0.02,0.00
1516.45,2.46,2.46,2.46,2.46,-2.51,-2.91,-0.05,-0.05,0.00
1531.61,2.39,2.39,2.39,2.39,-2.46,-2.87,-0.07,-0.06,0.00
1546.93,2.36,2.36,2.37,2.37,-2.43,-2.83,-0.07,-0.07,0.00
1562.40,2.39,2.39,2.39,2.39,-2.44,-2.79,-0.05,-0.05,0.00
1578.02,2.46,2.46,2.45,2.45,-2.48,-2.76,-0.02,-0.02,0.00
1593.80,2.54,2.54,2.54,2.54,-2.53,-2.73,0.01,0.01,0.00
1609.74,2.63,2.63,2.62,2.62,-2.58,-2.71,0.04,0.04,0.00
1625.84,2.70,2.70,2.69,2.69,-2.63,-2.68,0.06,0.06,0.00
1642.10,2.73,2.73,2.73,2.73,-2.67,-2.66,0.06,0.06,0.00
1658.52,2.74,2.74,2.73,2.73,-2.69,-2.65,0.05,0.05,0.00
1675.10,2.71,2.71,2.71,2.71,-2.69,-2.63,0.02,0.02,0.00
1691.85,2.67,2.67,2.67,2.67,-2.68,-2.62,-0.02,-0.01,0.00
1708.77,2.63,2.63,2.64,2.64,-2.68,-2.61,-0.04,-0.04,0.00
1725.86,2.62,2.62,2.62,2.62,-2.67,-2.61,-0.05,-0.05,0.00
1743.12,2.63,2.63,2.63,2.63,-2.68,-2.61,-0.05,-0.04,0.00
1760.55,2.67,2.67,2.67,2.67,-2.69,-2.61,-0.03,-0.02,0.00
1778.15,2.71,2.71,2.72,2.72,-2.71,-2.61,0.00,0.00,0.00
1795.94,2.76,2.76,2.76,2.76,-2.74,-2.62,0.03,0.02,0.00
1813.90,2.80,2.80,2.79,2.79,-2.76,-2.63,0.04,0.03,0.00
1832.03,2.81,2.81,2.81,2.81,-2.78,-2.64,0.03,0.03,0.00
1850.36,2.80,2.80,2.80,2.80,-2.78,-2.65,0.02,0.02,0.00
1868.86,2.78,2.78,2.78,2.78,-2.78,-2.67,0.00,0.00,0.00
1887.55,2.76,2.76,2.76,2.76,-2.77,-2.69,-0.00,-0.00,0.00
1906.42,2.74,2.74,2.74,2.74,-2.75,-2.70,-0.01,-0.01,0.00
1925.49,2.72,2.72,2.73,2.73,-2.74,-2.73,-0.01,-0.01,0.00
1944.74,2.71,2.71,2.72,2.72,-2.73,-2.75,-0.01,-0.01,0.00
1964.19,2.72,2.72,2.71,2.71,-2.72,-2.77,-0.00,-0.01,0.00
1983.83,2.72,2.72,2.72,2.72,-2.72,-2.79,-0.00,-0.01,0.00
2003.67,2.72,2.72,2.73,2.73,-2.73,-2.81,-0.01,-0.00,0.00
2023.71,2.74,2.74,2.75,2.75,-2.74,-2.83,0.00,0.00,0.00
2043.94,2.77,2.77,2.77,2.77,-2.76,-2.85,0.01,0.00,0.00
2064.38,2.79,2.79,2.79,2.79,-2.79,-2.87,0.00,0.00,0.00
2085.03,2.81,2.81,2.82,2.82,-2.82,-2.88,-0.01,-0.01,0.00
2105.88,2.84,2.84,2.84,2.84,-2.86,-2.90,-0.02,-0.02,0.00
2126.94,2.88,2.88,2.88,2.88,-2.90,-2.90,-0.02,-0.02,0.00
2148.20,2.92,2.92,2.92,2.92,-2.94,-2.90,-0.02,-0.02,0.00
2169.69,2.96,2.96,2.97,2.97,-2.97,-2.90,-0.01,-0.01,0.00
2191.38,3.01,3.01,3.00,3.00,-2.99,-2.89,0.01,0.01,0.00
2213.30,3.03,3.03,3.02,3.02,-3.00,-2.88,0.03,0.03,0.00
2235.43,3.02,3.02,3.02,3.02,-2.98,-2.85,0.04,0.03,0.00
2257.78,2.98,2.98,2.98,2.98,-2.94,-2.82,0.03,0.03,0.00
2280.36,2.91,2.91,2.91,2.91,-2.88,-2.78,0.02,0.02,0.00
2303.17,2.82,2.82,2.81,2.81,-2.80,-2.72,0.01,0.01,0.00
2326.20,2.70,2.70,2.70,2.70,-2.71,-2.66,-0.01,-0.01,0.00
2349.46,2.57,2.57,2.57,2.57,-2.60,-2.59,-0.03,-0.03,0.00
2372.95,2.45,2.45,2.45,2.45,-2.49,-2.51,-0.04,-0.03,0.00
2396.68,2.34,2.34,2.35,2.35,-2.36,-2.41,-0.02,-0.02,0.00
2420.65,2.25,2.25,2.24,2.24,-2.24,-2.31,0.01,0.01,0.00
2444.86,2.14,2.14,2.13,2.13,-2.11,-2.19,0.03,0.02,0.00
2469.31,2.01,2.01,2.00,2.00,-1.98,-2.07,0.02,0.02,0.00
2494.00,1.85,1.85,1.85,1.85,-1.86,-1.93,-0.00,-0.00,0.00
2518.94,1.69,1.69,1.70,1.70,-1.73,-1.78,-0.03,-0.03,0.00
2544.13,1.55,1.55,1.56,1.56,-1.59,-1.63,-0.04,-0.04,0.00
2569.57,1.42,1.42,1.42,1.42,-1.45,-1.46,-0.03,-0.03,0.00
2595.27,1.29,1.29,1.29,1.29,-1.29,-1.28,-0.00,-0.00,0.00
2621.22,1.15,1.15,1.15,1.15,-1.12,-1.09,0.03,0.03,0.00
2647.43,0.98,0.98,0.98,0.98,-0.93,-0.89,0.05,0.04,0.00
2673.90,0.78,0.78,0.77,0.77,-0.73,-0.68,0.05,0.04,0.00
2700.64,0.53,0.53,0.53,0.53,-0.51,-0.46,0.02,0.02,0.00
2727.65,0.25,0.25,0.25,0.25,-0.26,-0.24,-0.01,-0.01,0.00
2754.93,-0.04,-0.04,-0.03,-0.03,-0.00,0.00,-0.04,-0.03,0.00
2782.48,-0.32,-0.32,-0.31,-0.31,0.28,0.26,-0.04,-0.03,0.00
2810.30,-0.58,-0.58,-0.58,-0.58,0.58,0.52,-0.01,-0.01,0.00
2838.40,-0.86,-0.86,-0.87,-0.87,0.88,0.79,0.02,0.01,0.00
2866.79,-1.18,-1.18,-1.18,-1.18,1.20,1.08,0.03,0.02,0.00
2895.46,-1.51,-1.51,-1.51,-1.51,1.53,1.38,0.02,0.02,0.00
2924.41,-1.86,-1.86,-1.86,-1.86,1.87,1.69,0.01,0.02,0.00
2953.65,-2.22,-2.22,-2.21,-2.21,2.23,2.01,0.01,0.01,0.00
2983.19,-2.58,-2.58,-2.58,-2.58,2.59,2.34,0.01,0.01,0.00
3013.02,-2.94,-2.94,-2.94,-2.94,2.95,2.69,0.01,0.01,0.00
3043.15,-3.30,-3.30,-3.31,-3.31,3.30,3.05,-0.00,-0.01,0.00
3073.58,-3.66,-3.66,-3.66,-3.66,3.64,3.41,-0.03,-0.02,0.00
3104.32,-3.99,-3.99,-3.98,-3.98,3.95,3.78,-0.04,-0.03,0.00
3135.36,-4.28,-4.28,-4.27,-4.27,4.24,4.14,-0.03,-0.03,0.00
3166.72,-4.52,-4.52,-4.52,-4.52,4.50,4.50,-0.02,-0.02,0.00
3198.38,-4.74,-4.74,-4.75,-4.75,4.74,4.84,0.00,-0.00,0.00
3230.37,-4.95,-4.95,-4.95,-4.95,4.96,5.16,0.01,0.01,0.00
3262.67,-5.14,-5.14,-5.14,-5.14,5.15,5.44,0.01,0.01,0.00
3295.30,-5.32,-5.32,-5.32,-5.32,5.33,5.67,0.01,0.01,0.00
3328.25,-5.48,-5.48,-5.48,-5.48,5.49,5.85,0.01,0.01,0.00
3361.53,-5.62,-5.62,-5.63,-5.63,5.64,5.96,0.02,0.02,0.00
3395.15,-5.77,-5.77,-5.77,-5.77,5.79,6.02,0.02,0.02,0.00
3429.10,-5.89,-5.89,-5.89,-5.89,5.92,6.01,0.02,0.02,0.00
3463.39,-6.00,-6.00,-6.00,-6.00,6.02,5.95,0.02,0.02,0.00
3498.03,-6.09,-6.09,-6.09,-6.09,6.09,5.85,0.00,-0.00,0.00
3533.01,-6.16,-6.16,-6.15,-6.15,6.12,5.70,-0.03,-0.03,0.00
3568.34,-6.17,-6.17,-6.17,-6.17,6.11,5.54,-0.06,-0.05,0.00
3604.02,-6.12,-6.12,-6.11,-6.11,6.06,5.36,-0.06,-0.05,0.00
3640.06,-6.00,-6.00,-6.00,-6.00,5.97,5.17,-0.03,-0.03,0.00
3676.46,-5.83,-5.83,-5.83,-5.83,5.83,4.98,0.00,0.00,0.00
3713.22,-5.62,-5.62,-5.63,-5.63,5.65,4.80,0.03,0.02,0.00
3750.36,-5.41,-5.41,-5.41,-5.41,5.44,4.63,0.03,0.03,0.00
3787.86,-5.19,-5.19,-5.19,-5.19,5.20,4.46,0.01,0.01,0.00
3825.74,-4.95,-4.95,-4.95,-4.95,4.94,4.31,-0.01,-0.01,0.00
3864.00,-4.69,-4.69,-4.69,-4.69,4.67,4.18,-0.02,-0.02,0.00
3902.64,-4.41,-4.41,-4.41,-4.41,4.39,4.05,-0.02,-0.02,0.00
3941.66,-4.11,-4.11,-4.11,-4.11,4.11,3.94,-0.00,-0.00,0.00
3981.08,-3.81,-3.81,-3.81,-3.81,3.82,3.85,0.01,0.01,0.00
4020.89,-3.52,-3.52,-3.52,-3.52,3.55,3.76,0.02,0.02,0.00
4061.10,-3.25,-3.25,-3.25,-3.25,3.28,3.69,0.03,0.02,0.00
4101.71,-3.00,-3.00,-3.01,-3.01,3.03,3.63,0.02,0.02,0.00
4142.73,-2.79,-2.79,-2.79,-2.79,2.79,3.58,0.00,0.00,0.00
4184.15,-2.58,-2.58,-2.58,-2.58,2.57,3.54,-0.02,-0.01,0.00
4226.00,-2.39,-2.39,-2.39,-2.39,2.37,3.52,-0.03,-0.02,0.00
4268.26,-2.21,-2.21,-2.21,-2.21,2.19,3.49,-0.02,-0.02,0.00
4310.94,-2.05,-2.05,-2.05,-2.05,2.04,3.48,-0.01,-0.01,0.00
4354.05,-1.91,-1.91,-1.91,-1.91,1.91,3.48,0.00,0.00,0.00
4397.59,-1.81,-1.81,-1.81,-1.81,1.83,3.48,0.02,0.02,0.00
4441.56,-1.75,-1.75,-1.75,-1.75,1.78,3.49,0.03,0.03,0.00
4485.98,-1.74,-1.74,-1.74,-1.74,1.78,3.50,0.04,0.04,0.00
4530.84,-1.79,-1.79,-1.79,-1.79,1.83,3.52,0.04,0.04,0.00
4576.15,-1.89,-1.89,-1.89,-1.89,1.92,3.55,0.02,0.02,0.00
4621.91,-2.04,-2.04,-2.04,-2.04,2.04,3.58,0.00,-0.00,0.00
4668.13,-2.22,-2.22,-2.22,-2.22,2.20,3.62,-0.03,-0.02,0.00
4714.81,-2.42,-2.42,-2.41,-2.41,2.39,3.66,-0.03,-0.03,0.00
4761.96,-2.61,-2.61,-2.61,-2.61,2.59,3.71,-0.02,-0.02,0.00
4809.58,-2.81,-2.81,-2.82,-2.82,2.82,3.76,0.00,-0.00,0.00
4857.67,-3.04,-3.04,-3.04,-3.04,3.05,3.81,0.01,0.01,0.00
4906.25,-3.29,-3.29,-3.29,-3.29,3.29,3.87,0.01,0.01,0.00
4955.31,-3.54,-3.54,-3.54,-3.54,3.54,3.93,-0.00,0.00,0.00
5004.87,-3.80,-3.80,-3.80,-3.80,3.80,4.00,-0.00,-0.00,0.00
5054.91,-4.06,-4.06,-4.06,-4.06,4.06,4.06,-0.01,-0.00,0.00
5105.46,-4.32,-4.32,-4.32,-4.32,4.32,4.14,-0.00,0.00,0.00
5156.52,-4.57,-4.57,-4.57,-4.57,4.57,4.21,0.01,0.00,0.00
5208.08,-4.82,-4.82,-4.82,-4.82,4.83,4.29,0.01,0.00,0.00
5260.16,-5.07,-5.07,-5.07,-5.07,5.07,4.37,-0.00,-0.00,0.00
5312.77,-5.31,-5.31,-5.31,-5.31,5.29,4.46,-0.02,-0.01,0.00
5365.89,-5.53,-5.53,-5.52,-5.52,5.51,4.55,-0.02,-0.02,0.00
5419.55,-5.72,-5.72,-5.72,-5.72,5.70,4.64,-0.02,-0.02,0.00
5473.75,-5.90,-5.90,-5.90,-5.90,5.89,4.73,-0.01,-0.01,0.00
5528.49,-6.06,-6.06,-6.06,-6.06,6.06,4.83,0.00,0.00,0.00
5583.77,-6.22,-6.22,-6.21,-6.21,6.23,4.93,0.01,0.01,0.00
5639.61,-6.36,-6.36,-6.35,-6.35,6.37,5.04,0.02,0.02,0.00
5696.00,-6.50,-6.50,-6.49,-6.49,6.51,5.14,0.01,0.01,0.00
5752.96,-6.64,-6.64,-6.63,-6.63,6.63,5.25,-0.01,0.00,0.00
5810.49,-6.77,-6.77,-6.75,-6.75,6.74,5.36,-0.03,-0.01,0.00
5868.60,-6.87,-6.87,-6.86,-6.86,6.84,5.47,-0.03,-0.02,0.00
5927.28,-6.95,-6.95,-6.93,-6.93,6.92,5.59,-0.03,-0.01,0.00
5986.56,-7.01,-7.01,-6.98,-6.98,6.99,5.71,-0.02,0.00,0.00
6046.42,-7.05,-7.05,-7.02,-7.02,7.04,5.83,-0.01,0.01,0.00
6106.89,-7.09,-7.09,-7.05,-7.05,7.06,5.95,-0.03,0.01,0.00
6167.96,-7.12,-7.12,-7.07,-7.07,7.07,6.08,-0.05,0.00,0.00
6229.64,-7.12,-7.12,-7.06,-7.06,7.05,6.20,-0.07,-0.01,0.00
6291.93,-7.09,-7.09,-7.03,-7.03,7.01,6.33,-0.08,-0.02,0.00
6354.85,-7.04,-7.04,-6.97,-6.97,6.94,6.46,-0.10,-0.03,0.00
6418.40,-6.95,-6.95,-6.88,-6.88,6.85,6.60,-0.10,-0.04,0.00
6482.58,-6.81,-6.81,-6.77,-6.77,6.74,6.73,-0.07,-0.03,0.00
6547.41,-6.63,-6.63,-6.64,-6.64,6.61,6.86,-0.02,-0.03,0.00
6612.88,-6.41,-6.41,-6.50,-6.50,6.48,7.00,0.07,-0.02,0.00
6679.01,-6.15,-6.15,-6.37,-6.37,6.37,7.14,0.22,0.00,0.00
6745.80,-5.83,-5.83,-6.26,-6.26,6.29,7.27,0.46,0.03,0.00
6813.26,-5.47,-5.47,-6.20,-6.20,6.25,7.41,0.79,0.05,0.00
6881.39,-5.10,-5.10,-6.20,-6.20,6.27,7.55,1.17,0.07,0.00
6950.21,-4.74,-4.74,-6.28,-6.28,6.35,7.68,1.61,0.07,0.00
7019.71,-4.37,-4.37,-6.44,-6.44,6.50,7.82,2.13,0.05,0.00
7089.91,-4.00,-4.00,-6.67,-6.67,6.70,7.95,2.70,0.03,0.00
7160.81,-3.70,-3.70,-6.94,-6.94,6.95,8.08,3.25,0.01,0.00
7232.41,-3.47,-3.47,-7.25,-7.25,7.24,8.21,3.77,-0.01,0.00
7304.74,-3.32,-3.32,-7.58,-7.58,7.56,8.34,4.24,-0.03,0.00
7377.79,-3.25,-3.25,-7.91,-7.91,7.87,8.47,4.62,-0.03,0.00
7451.56,-3.31,-3.31,-8.22,-8.22,8.19,8.59,4.87,-0.03,0.00
7526.08,-3.49,-3.49,-8.51,-8.51,8.48,8.71,4.99,-0.03,0.00
7601.34,-3.81,-3.81,-8.78,-8.78,8.76,8.83,4.95,-0.02,0.00
7677.35,-4.28,-4.28,-9.02,-9.02,9.01,8.94,4.73,-0.01,0.00
7754.13,-4.92,-4.92,-9.24,-9.24,9.24,9.05,4.32,-0.00,0.00
7831.67,-5.67,-5.67,-9.43,-9.43,9.44,9.15,3.77,0.00,0.00
7909.98,-6.51,-6.51,-9.61,-9.61,9.61,9.25,3.10,0.00,0.00
7989.08,-7.44,-7.44,-9.76,-9.76,9.76,9.34,2.33,0.00,0.00
8068.98,-8.41,-8.41,-9.89,-9.89,9.89,9.43,1.48,0.00,0.00
8149.67,-9.36,-9.36,-10.00,-10.00,10.00,9.51,0.64,-0.00,0.00
8231.16,-10.30,-10.30,-10.09,-10.09,10.08,9.59,-0.22,-0.00,0.00
8313.47,-11.21,-11.21,-10.15,-10.15,10.14,9.66,-1.07,-0.01,0.00
8396.61,-12.06,-12.06,-10.18,-10.18,10.17,9.73,-1.89,-0.01,0.00
8480.57,-12.82,-12.82,-10.19,-10.19,10.18,9.79,-2.64,-0.01,0.00
8565.38,-13.44,-13.44,-10.18,-10.18,10.16,9.85,-3.28,-0.02,0.00
8651.03,-13.89,-13.89,-10.14,-10.14,10.13,9.90,-3.77,-0.02,0.00
8737.54,-14.18,-14.18,-10.09,-10.09,10.07,9.95,-4.11,-0.01,0.00
8824.92,-14.34,-14.34,-10.01,-10.01,10.01,10.00,-4.34,-0.01,0.00
8913.17,-14.39,-14.39,-9.94,-9.94,9.94,10.04,-4.45,0.00,0.00
9002.30,-14.35,-14.35,-9.86,-9.86,9.87,10.08,-4.48,0.01,0.00
9092.32,-14.29,-14.29,-9.80,-9.80,9.81,10.11,-4.48,0.02,0.00
9183.25,-14.25,-14.25,-9.75,-9.75,9.77,10.15,-4.48,0.02,0.00
9275.08,-14.24,-14.24,-9.73,-9.73,9.76,10.18,-4.48,0.03,0.00
9367.83,-14.31,-14.31,-9.74,-9.74,9.76,10.21,-4.56,0.02,0.00
9461.51,-14.49,-14.49,-9.77,-9.77,9.79,10.24,-4.71,0.01,0.00
9556.12,-14.78,-14.78,-9.83,-9.83,9.84,10.26,-4.95,0.01,0.00
9651.68,-15.15,-15.15,-9.90,-9.90,9.90,10.29,-5.24,0.00,0.00
9748.20,-15.52,-15.52,-9.99,-9.99,9.99,10.32,-5.53,-0.00,0.00
9845.68,-15.81,-15.81,-10.08,-10.08,10.07,10.35,-5.74,-0.01,0.00
9944.14,-16.00,-16.00,-10.18,-10.18,10.17,10.38,-5.84,-0.01,0.00
10043.58,-16.09,-16.09,-10.28,-10.28,10.26,10.41,-5.83,-0.02,0.00
10144.02,-16.08,-16.08,-10.36,-10.36,10.35,10.45,-5.73,-0.01,0.00
10245.46,-15.98,-15.98,-10.45,-10.45,10.44,10.49,-5.54,-0.00,0.00
10347.91,-15.72,-15.72,-10.53,-10.53,10.53,10.52,-5.19,0.00,0.00
